concepto,anio,provinciaid,provincia,egb_1y2_total,egb_1,egb_2,egb_3,egb_4,egb_5,egb_6,egb_3_total,egb_7,egb_8,egb_9,poli_total,poli_1,poli_2,poli_3
abandono,2006,18,CORRIENTES                     ,3.0519727687,8.2480818414,2.222455919,1.9577517918,2.2228204438,3.1017316938,-1.9102600207,9.9828557433,4.223723168,11.8499012508,14.6000108915,13.5772143755,9.7982921084,16.7742490748,15.1545474761
abandono,2006,30,ENTRE RIOS                     ,1.3245284691,1.7766068835,0.2341224126,0.267884093,1.0696592103,2.4873014593,2.2579133473,13.0177602514,9.6064768196,14.1888762578,16.0309387582,11.8594908153,11.4583333333,8.4359464627,16.4601293103
abandono,2006,34,FORMOSA                        ,3.67394289,6.4826565144,2.4318024318,1.4272620139,3.8043823436,4.0591652033,3.1612854895,7.7153856365,-2.2394696418,12.3839009288,12.8383255143,14.1014698909,12.3081875738,12.1357718537,19.627749577
abandono,2006,38,JUJUY                          ,0.7390285539,1.5122043044,0.7122968335,0.498939753,0.4138109401,0.7725160156,0.5093159693,8.6302068323,1.8294718568,11.0502949583,13.1638541895,16.0977170898,12.0584120322,9.6607750576,29.9326910387
abandono,2006,42,LA PAMPA                       ,0.3642524354,0.4776807775,-0.7731032003,0.0851788756,0.4410323424,1.3096037609,0.56564964,11.0870432651,6.1021994377,14.0748968581,13.2653061224,18.1641830526,16.9330453564,11.2413425679,28.8806222523
abandono,2006,46,LA RIOJA                       ,1.9333104455,3.8528461347,0.1071954978,1.4572414675,2.6936026936,2.0822687787,1.2121212121,9.345883702,5.5845312301,11.3239200336,11.9526627219,12.7607264652,12.5564943997,13.6374725543,12.0140309851
abandono,2006,50,MENDOZA                        ,1.395884444,2.5285596848,0.9143479972,0.9695874737,2.0012110203,1.9221425969,-0.068212824,11.3100898045,-2.2951257809,19.671421225,14.8505581563,17.4185669237,16.9131475466,9.3544530783,27.3769935528
abandono,2006,54,MISIONES                       ,4.3093254132,5.6360010405,3.0213068621,3.4277291686,4.3790146402,5.8865757358,3.401054654,12.9928561062,9.8102077456,15.1219512195,14.6730646933,16.104269428,16.5122487437,13.0532098891,19.1848906561
abandono,2006,58,NEUQUEN                        ,-0.077677033,-0.4392633891,-0.8308605341,-0.8613337882,-0.7467640226,1.5354762507,0.9010570092,11.305233038,-1.5193742695,17.6024172581,16.1299126638,14.3727705113,12.0071047957,11.2983770287,21.8157944101
abandono,2006,62,RIO NEGRO                      ,0.6811768947,0.7257947452,-0.1863064741,-1.1305865392,0.5403431909,1.2187915497,2.8556477536,12.9997407311,2.9471297871,19.5440168687,15.2494793082,16.2055904492,10.6130132957,12.682428488,29.2226661823
abandono,2006,66,SALTA                          ,2.0543555261,2.510318487,1.7500500969,0.5690618897,2.0730470071,2.2394366197,3.2277797769,6.8992364878,-9.6720894764,16.3519273248,10.5547414695,17.9639967384,14.5297860614,15.1109410865,27.2607910717
abandono,2006,70,SAN JUAN                       ,2.9299088725,3.1920460492,2.3740862451,1.9955050058,3.1716546268,4.3290355111,2.5120995621,13.4276188428,8.802738299,15.1910180092,17.124594543,18.345035578,16.8669131238,11.0715873722,28.9790305947
abandono,2006,74,SAN LUIS                       ,2.1660087264,7.7062228654,1.9000203211,-1.2390514847,0.6583684806,3.0136691422,-0.1885902876,7.2670166079,7.0497288566,9.7967428355,4.5386233844,15.1365875504,15.9512550018,14.6527777778,14.469273743
abandono,2006,78,SANTA CRUZ                     ,-1.00914538,-2.5158404771,-3.1200317965,-2.6557126481,-2.0496427228,0.2688653881,3.9567651033,10.4775583483,10.8063175395,11.5180935569,8.496151569,17.1066907776,15.6050955414,11.7476432197,26.6922707633
abandono,2006,82,SANTA FE                ,1.7404069718,1.7885557889,0.7408292508,0.9040725993,1.8926587268,2.7160155983,2.4239839349,10.3347661394,-1.5788036056,16.1879404855,15.5657914367,20.6056088171,23.6217995764,14.1451607833,22.9357105084
abandono,2006,86,SANTIAGO DEL ESTERO,3.2876208268,5.2315317762,2.1042486547,1.978478224,3.1194411905,4.0498734415,2.7987139619,17.3532926599,17.8837390241,14.5386766076,19.980893592,16.2019944833,12.2433293071,15.0657229525,23.0827986557
abandono,2006,94,TIERRA DEL FUEGO               ,-1.5725140403,-3.0998389694,-1.957517701,-0.9650180941,-2.2116903633,-0.5997001499,-0.7023019899,8.9765194922,3.4902337496,9.1434398368,14.8448519041,13.9962825279,7.9945180448,10.7461024499,27.5985663082
abandono,2006,90,TUCUMAN                        ,0.7247798301,0.9334035581,0.0030154997,-0.1087843351,0.4897609354,1.1795166858,2.0150017047,12.3494444245,7.1263695179,14.4887241273,16.4958886781,15.8089596446,15.7587548638,10.545167992,21.8010622887
promocion,2006,6,BUENOS AIRES ,93.4752347387,91.2801111423,93.7651357897,94.500361938,94.4557406223,93.6717573207,93.2628651725,77.101536725,77.4587211733,73.0385250958,81.4552423901,68.2701621413,64.0246729424,74.1093279435,68.564365763
promocion,2006,10,CATAMARCA                      ,93.8798219585,90.7869884575,95.6094214498,94.242390946,93.3843630399,94.2006092745,95.3719976567,84.4220899199,88.817630597,80.6206158602,83.6454940282,77.5165501454,77.8366111952,80.1654520386,74.0393208222
promocion,2006,22,CHACO                          ,89.0753790055,81.7623136014,89.7154137194,89.2664435489,91.9853154987,91.0391183712,92.6275147328,76.74192874,96.3117994512,67.9494840843,66.9171086231,79.7576887232,77.7190082645,83.3292393351,78.5064108838
promocion,2006,26,CHUBUT                         ,93.0038756466,89.5795595386,94.5862494854,96.6686734899,91.9224714679,91.2897822446,94.2916450441,76.3037289077,82.3228267416,72.6101494886,73.7200184502,67.6542207792,65.2684111141,73.4815618221,64.2724314272
promocion,2006,2,CIUDAD DE BUENOS AIRES,96.8666167776,94.3615544761,97.0602968705,98.0733674536,97.2932849076,98.3216154781,96.2656601349,84.362642662,109.2834597708,75.07301151,73.1609718695,81.1024417853,81.4132968888,84.6776410225,76.6479711951
promocion,2006,14,CORDOBA                        ,95.1246005861,91.4483016633,95.5322777101,96.0785927035,95.6644125926,95.5335112543,96.8577316579,74.4939385237,77.4114626595,70.6802240583,75.2658152658,78.3461164033,73.4106952096,85.6346675409,78.034035713
promocion,2006,18,CORRIENTES                     ,82.0076502118,69.7860962567,81.4211098258,83.9381365522,84.6210052686,85.3976088159,93.1990988454,76.9238305168,84.3449296817,72.9239161102,72.8203452595,80.3959411644,82.9431684335,75.3421120578,83.0776072938
promocion,2006,30,ENTRE RIOS                     ,90.7599577063,84.4563785591,92.1290274629,92.940688198,91.5740879748,91.2158348787,93.2731223107,72.0831974383,77.5889152938,67.4582122858,70.6611570248,82.2727385409,79.3712797619,85.5678776291,82.6059626437
promocion,2006,34,FORMOSA                        ,86.2844432146,76.8824027073,86.1903861904,89.1514992798,87.7040330264,89.1530460624,91.579893625,80.3663878933,94.6398253699,72.4036025894,74.6481414652,80.1185395922,79.0964695783,82.0055796652,79.6202293664
promocion,2006,38,JUJUY                          ,96.1733801279,92.6711426241,95.5837596322,96.3078458276,97.3231604811,97.2176862203,98.0014183483,79.7357511805,96.2409027175,72.1462020313,70.79406823,73.2735936278,73.6796082546,78.2083653529,66.7282565659
promocion,2006,42,LA PAMPA                       ,93.7399407031,90.0840059298,95.6850053937,93.7989778535,94.7239464227,92.6460711887,95.7147754542,74.6622584507,83.2478915165,67.5658521104,73.276857913,71.4839961203,68.7041036717,76.1854022376,69.8681095705
promocion,2006,46,LA RIOJA                       ,93.1100334735,89.2244593587,94.9886104784,92.9822318804,92.40553685,94.1108840061,95.2727272727,79.678914425,82.9283806132,75.9122046694,79.9154691462,81.6480291855,79.4262134015,81.361307636,85.2966968723
promocion,2006,50,MENDOZA                        ,91.1835978571,86.8526235224,91.592237125,92.3607347185,90.5116560702,91.7648487793,94.3848443507,77.9080824089,98.9676945178,65.7590602755,71.3719841556,75.1699750278,70.6231834502,85.3496712493,70.8313539192
promocion,2006,54,MISIONES                       ,88.2649946374,83.1498020174,88.9074434858,89.4659265531,88.6628191333,88.2447954056,92.6092466173,75.8268694264,79.7255706591,71.6416510319,75.7125513095,79.3127102865,76.6410175879,81.9920642995,80.268389662
promocion,2006,58,NEUQUEN                        ,93.4864277039,92.8619699274,94.5654938533,94.1071123998,94.0424825755,91.2258499958,94.1344654306,71.5979750179,99.1908657736,58.6255358021,60.4712518195,74.4153785176,71.0834813499,78.4644194757,74.8264865879
promocion,2006,62,RIO NEGRO                      ,92.3852378526,89.6574248802,94.0614811365,95.1589650201,92.7929901424,91.6974442311,91.1265605143,71.0604096448,94.850619383,56.8068002109,64.040568686,73.7402310975,74.5970114131,76.2842965558,69.2517253905
promocion,2006,66,SALTA                          ,90.3624076552,86.1455060679,90.4548794336,92.6156643545,90.3550896179,91.3943661972,91.7344368478,81.8603074141,104.5585493984,71.2099057338,73.7617751727,71.176482887,69.5525827947,75.0446314716,68.8577055638
promocion,2006,70,SAN JUAN                       ,88.4469782835,82.1617535903,88.8605727315,90.4719743922,89.0196078431,88.3742706908,93.4316662826,73.4539685954,80.5342659424,67.8848617286,71.427208548,74.6241930164,71.5804066543,82.0364606492,70.5568924029
promocion,2006,74,SAN LUIS                       ,88.5778100977,80.1827062229,89.7886608413,93.1638538774,89.4661043103,88.0206651598,92.6449787836,79.4079683332,79.958463136,75.2556495392,83.6339044184,79.2282430213,76.0822117134,79.1666666667,84.1340782123
promocion,2006,78,SANTA CRUZ                     ,90.4604225796,90.290719344,96.8203497615,93.9243408483,90.616773223,87.0406882954,84.4817602779,67.7845601436,61.8121363259,66.5489849956,80.0769686205,70.6088004822,66.3867979155,76.686004351,69.5631301008
promocion,2006,82,SANTA FE                ,93.8968371151,96.5613264592,93.4588532509,93.9380992258,92.8133335599,92.7225148799,93.6876899291,79.560180754,98.3993444414,69.5552075176,72.1803669999,70.8481165547,61.9115519302,79.5398107692,76.5014731435
promocion,2006,86,SANTIAGO DEL ESTERO,86.4886284833,77.1591526344,85.7119910047,88.7561430266,88.450692004,89.3503328021,93.5698097296,70.9814034426,76.1531621652,69.6054675365,65.7701352146,76.3293019308,76.0294279126,76.529322548,76.5047357165
promocion,2006,94,TIERRA DEL FUEGO               ,97.3505120581,97.4637681159,98.4589754269,96.9039002815,97.4328593997,96.0269865067,97.9321108076,72.2840130322,78.5462696126,70.7681849082,66.9605077574,78.3271375465,78.8487894016,82.4053452116,72.2580645161
promocion,2006,90,TUCUMAN                        ,93.7025718327,90.9907537453,93.209094747,94.0108179978,94.4932504821,94.6586114308,95.1721786567,77.5329816881,82.6067167333,73.9539353997,75.348935273,78.7769235795,75.9420438255,84.5117845118,76.7906003541
repitencia,2006,6,BUENOS AIRES ,5.1940802005,6.8133550906,5.3962693882,4.6986457337,4.7809633396,4.8583433633,4.5356809607,13.2823909292,14.6340863491,14.906295453,9.6243517475,8.8419226072,12.165131327,9.7701844398,1.4146073089
repitencia,2006,10,CATAMARCA                      ,4.8646142433,6.8730325289,4.7793276927,5.1642676629,5.5986878075,3.5089698748,3.0111306385,6.5612810511,6.1217350746,8.2035429794,5.1981541802,6.3107096455,7.8971255673,8.8635020682,1.072386059
repitencia,2006,22,CHACO                          ,7.6645288372,14.1617713511,8.4684981082,7.8683150058,5.3285838907,4.2401031693,3.8366185735,15.1912911029,7.2740802753,20.0231066491,17.5947750933,7.2400479297,11.1537190083,7.0089249161,1.7226191641
repitencia,2006,26,CHUBUT                         ,6.5819458075,9.1810468109,5.5063812268,5.5589002609,7.2805981897,7.143560942,4.5666839647,15.193389348,13.5113431038,17.6239181747,14.2758302583,11.6245361781,16.9678985703,12.6536514823,1.0925151093
repitencia,2006,2,CIUDAD DE BUENOS AIRES,2.4568175154,3.6482601368,2.2014817158,2.2401457703,2.3965430397,2.0986414336,2.0692793661,10.6228902106,0.9413588792,15.3259749184,13.7537739014,6.6855999353,10.266098561,7.1862688208,1.4921755989
repitencia,2006,14,CORDOBA                        ,4.1153068905,7.3810228991,4.3361753959,3.9033059619,3.8373184068,3.417426188,1.3531997155,15.5790919892,14.9543154874,18.1037173317,13.3551133551,6.9883815087,12.1405081586,5.1470807379,0.5521193696
repitencia,2006,18,CORRIENTES                     ,14.9403770194,21.9658219019,16.3564342553,14.104111656,13.1561742876,11.5006594903,8.7111611753,13.0933137399,11.4313471503,15.226182639,12.579643849,6.02684446,7.2585394582,7.8836388674,1.7678452302
repitencia,2006,30,ENTRE RIOS                     ,7.9155138246,13.7670145574,7.6368501245,6.791427709,7.3562528149,6.296863662,4.468964342,14.8990423103,12.8046078866,18.3529114564,13.307904217,5.8677706438,9.1703869048,5.9961759082,0.933908046
repitencia,2006,34,FORMOSA                        ,10.0416138954,16.6349407783,11.3778113778,9.4212387063,8.49158463,6.7877887343,5.2588208855,11.9182264702,7.599644272,15.2124964818,12.5135330206,5.7799905168,8.5953428479,5.8586484811,0.7520210566
repitencia,2006,38,JUJUY                          ,3.0875913183,5.8166530715,3.7039435343,3.1932144194,2.2630285788,2.0097977641,1.4892656824,11.6340419872,1.9296254257,16.8035030104,16.0420775805,10.6286892824,14.2619797132,12.1308595894,3.3390523954
repitencia,2006,42,LA PAMPA                       ,5.8958068615,9.4383132927,5.0880978065,6.1158432709,4.8350212349,6.0443250504,3.7195749057,14.2506982842,10.6499090458,18.3592510314,13.4578359646,10.3518208271,14.3628509719,12.5732551945,1.2512681772
repitencia,2006,46,LA RIOJA                       ,4.956656081,6.9226945066,4.9041940239,5.5605266522,4.9008604564,3.8068472151,3.5151515152,10.975201873,11.4870881567,12.7638752971,8.1318681319,5.5912443493,8.0172921989,5.0012198097,2.6892721426
repitencia,2006,50,MENDOZA                        ,7.4205176989,10.6188167928,7.4934148778,6.6696778079,7.4871329095,6.3130086238,5.6833684733,10.7818277866,3.3274312632,14.5695184995,13.7774576882,7.4114580485,12.4636690032,5.2958756724,1.791652528
repitencia,2006,54,MISIONES                       ,7.4256799494,11.2141969421,8.0712496521,7.1063442782,6.9581662265,5.8686288586,3.9896987287,11.1802744674,10.4642215953,13.2363977486,9.6143839972,4.5830202855,6.8467336683,4.9547258114,0.5467196819
repitencia,2006,58,NEUQUEN                        ,6.5912493292,7.5772934617,6.2653666808,6.7542213884,6.7042814471,7.2386737535,4.9644775602,17.0967919441,2.3285084959,23.7720469398,23.3988355167,11.2118509711,16.9094138544,10.2372034956,3.3577190021
repitencia,2006,62,RIO NEGRO                      ,6.9335852528,9.6167803745,6.1248253377,5.9716215191,6.6666666667,7.0837642192,6.0177917321,15.9398496241,2.2022508299,23.6491829204,20.7099520058,10.0541784533,14.7899752912,11.0332749562,1.5256084272
repitencia,2006,66,SALTA                          ,7.5832368187,11.3441754451,7.7950704696,6.8152737558,7.571863375,6.3661971831,5.0377833753,11.2404560981,5.113540078,12.4381669415,15.6834833578,10.8595203747,15.9176311438,9.844427442,3.8815033645
repitencia,2006,70,SAN JUAN                       ,8.623112844,14.6462003605,8.7653410234,7.5325206021,7.8087375301,7.2966937982,4.0562341553,13.1184125618,10.6629957586,16.9241202622,11.448196909,7.0307714057,11.5526802218,6.8919519787,0.4640770024
repitencia,2006,74,SAN LUIS                       ,9.256181176,12.1110709117,8.3113188376,8.0751976073,9.8755272091,8.965665698,7.543611504,13.3250150589,12.9918080074,14.9476076253,11.8274721972,5.6351694283,7.9665332848,6.1805555556,1.3966480447
repitencia,2006,78,SANTA CRUZ                     ,10.5487228004,12.2251211331,6.299682035,8.7313717998,11.4328694998,12.6904463165,11.5614746188,21.7378815081,27.3815461347,21.9329214475,11.4268798105,12.2845087402,18.0081065431,11.5663524293,3.7445991359
repitencia,2006,82,SANTA FE                ,4.3627559131,1.6501177519,5.8003174983,5.1578281749,5.2940077133,4.5614695218,3.888326136,10.1050531066,3.1794591642,14.2568519969,12.2538415635,8.5462746282,14.4666484934,6.3150284475,0.5628163481
repitencia,2006,86,SANTIAGO DEL ESTERO,10.2237506899,17.6093155894,12.1837603405,9.2653787494,8.4298668055,6.5997937564,3.6314763084,11.6653038975,5.9630988107,15.8558558559,14.2489711934,7.4687035858,11.7272427803,8.4049544995,0.4124656279
repitencia,2006,94,TIERRA DEL FUEGO               ,4.2220019822,5.6360708535,3.4985422741,4.0611178126,4.7788309637,4.5727136432,2.7701911822,18.7394674756,17.9634966378,20.0883752549,18.1946403385,7.6765799257,13.1566925537,6.8485523385,0.1433691756
repitencia,2006,90,TUCUMAN                        ,5.5726483372,8.0758426966,6.7878897533,6.0979663373,5.0169885824,4.1618718834,2.8128196386,10.1175738874,10.2669137488,11.557340473,8.1551760489,5.4141167759,8.2992013107,4.9430474962,1.4083373572
abandono,2007,6,BUENOS AIRES ,0.0476482774,0.2579568833,-0.3070635388,-0.5876882067,-0.3129930556,0.525186641,0.7019567365,6.3693431245,5.8264673248,7.7472764535,5.4464595667,21.0353018175,21.9992844666,15.3256683184,26.9674365887
abandono,2007,10,CATAMARCA                      ,1.4863963229,2.902818679,0.0882028666,1.0982789855,2.0464297502,1.3105863744,1.3827562166,7.7594368748,3.5026071186,10.3166004574,10.036292574,16.2807438512,14.8052321403,14.3521000894,21.3938805245
abandono,2007,22,CHACO                          ,2.7300971336,4.3619428684,1.6927477705,2.5530044297,2.608223148,3.1221582298,1.8770627063,6.9703813081,-6.0030830214,13.1304888474,13.5617035709,15.6019054976,15.6196836998,11.5454761716,20.5157925239
abandono,2007,26,CHUBUT                         ,-0.6779210421,0.1930129319,-2.2152854697,-1.6009852217,-1.2820512821,-0.4469606675,1.2982998454,9.5783998357,7.4189291101,16.5515861103,4.1526505046,21.0272964096,21.6185837392,16.1581512908,26.4348249027
abandono,2007,2,CIUDAD DE BUENOS AIRES,0.7414844466,1.8840472491,0.5088927727,-0.03187251,0.3572952218,-0.0773457086,1.7144211524,4.3091285805,-10.0950151099,10.6870065225,10.0049140049,10.825740435,9.0579418164,8.94177308,15.353198139
abandono,2007,14,CORDOBA                        ,0.7565102211,1.1274555733,0.0130431238,0.3251846526,0.1859837388,1.27513487,1.6441777377,10.9597129491,9.1286436552,12.493777999,11.3977457658,14.1619721484,14.730565371,8.4597813673,20.5288844277
abandono,2007,18,CORRIENTES                     ,4.107120743,8.0449491788,2.9639444871,2.4809018764,4.2612861761,4.7800218562,0.6384822365,6.2119346357,-3.1096799,13.7633907778,7.997530587,17.5878393794,17.8479381443,19.8637445621,14.0693369236
abandono,2007,30,ENTRE RIOS                     ,1.9688088297,3.1334208526,0.8610495196,1.2146967019,1.8200278269,2.6424251762,2.0865010982,12.6547536484,9.8309452231,15.5067310135,12.9221970433,13.0783631987,12.9584051194,11.2403386088,15.4622741764
abandono,2007,34,FORMOSA                        ,2.9940444551,5.2091277058,2.3981402178,1.3888888889,3.3235254781,3.2131767247,2.1363832542,4.6230292939,-12.3245171799,13.2391116239,13.102680483,16.1091073039,14.0659340659,15.5632984901,20.3901706997
abandono,2007,38,JUJUY                          ,0.6613656716,0.5855648398,0.1042956782,0.458325149,0.4116008105,0.8261774655,1.5658816041,9.0570161342,1.749271137,12.8369331082,12.4617682623,14.2857142857,9.9675243567,8.8133459238,28.3855225702
abandono,2007,42,LA PAMPA                       ,0.2444848761,0.0992227551,0.0173852573,0.0352050695,-0.3619441572,1.3151485631,0.2964254577,12.0082934977,7.7393403057,13.2288806332,15.8361912447,15.6778906111,13.9649272883,10.5940323022,24.8532965136
abandono,2007,46,LA RIOJA                       ,0.9006083436,3.8182042123,0.675944334,-0.7442849548,0.3782444242,0.5448884276,0.524383849,13.4141842663,11.9741100324,16.2944025834,11.8254102521,15.6973156433,17.5047258979,12.4323051566,16.953603735
abandono,2007,50,MENDOZA                        ,1.4197095657,3.4304320019,1.2200277828,1.0502972249,2.5794967719,1.8795934324,-1.8157426762,10.285106383,-2.1994752357,16.6366726655,16.0834933504,17.6975763962,18.4248439251,9.4950887472,26.2669325449
abandono,2007,54,MISIONES                       ,4.462682597,4.9080498076,3.4162975238,3.3692287851,4.8985715218,6.2268012627,3.9865419976,13.7529356505,13.0597014925,15.5916732641,12.4638365708,16.8667127506,20.2300556586,13.1049960968,16.0310995927
abandono,2007,58,NEUQUEN                        ,1.8752830616,1.3152202129,1.3552676441,1.3979574753,1.460778519,3.2070209974,2.4855085192,12.1027702814,-0.4734589821,19.7350166482,14.6770499313,14.944483345,12.3646653543,14.9271662412,18.9936623776
abandono,2007,62,RIO NEGRO                      ,0.6892928181,1.5128034831,-0.1902297976,-0.7129572226,0.215549279,1.1121679959,2.1332929874,12.4890084312,2.1760077084,19.1583899634,14.9064906491,11.6959343386,10.1181424728,10.7384441939,15.5149689324
abandono,2007,66,SALTA                          ,2.18201742,2.8029498156,1.5312520626,1.3879345884,1.8154922001,2.8254925331,2.7489399035,4.9966103397,-18.3517521877,8.843015552,22.1926037169,24.8937994095,32.3692902602,12.5307921691,25.3124234256
abandono,2007,70,SAN JUAN                       ,2.8492740811,5.1820971571,2.5068013991,1.664809139,0.2774117484,5.3612385321,1.6019379542,9.0802721088,3.3328384798,12.1968015916,12.6750906063,13.7643129771,15.4400824081,14.0669569134,10.7695073714
abandono,2007,74,SAN LUIS                       ,2.3622588348,5.8985414182,0.9811008985,-1.1362451788,2.695724024,1.9832109129,3.3567702427,11.3918197486,9.1520107539,17.4389943308,7.0835803201,14.4123342768,16.8361787141,13.6179775281,11.5850144092
abandono,2007,78,SANTA CRUZ                     ,-1.5786240786,-2.9300737012,-2.9639674545,-3.7342841058,-3.2223026792,-0.5789759363,3.8680109991,10.9271291833,10.0661397,12.8395585739,9.847148736,17.2015101463,16.2081176791,12.8637059724,24.0310077519
abandono,2007,82,SANTA FE                ,0.9145705377,-1.6174327255,2.534292536,0.0450068376,1.3153817017,0.9895978777,2.0017375578,10.7401971562,-0.1975190135,17.0528516448,14.5443489859,19.9325950891,24.4841346051,11.7397095199,21.7027462382
abandono,2007,86,SANTIAGO DEL ESTERO,3.94974839,7.4736359468,3.8389876562,1.5341464451,3.1144891452,3.5788024776,3.290972609,21.5763031191,19.4687857182,21.9870808982,24.0146096485,18.2756423869,20.2045776788,12.992489129,21.7362709635
abandono,2007,94,TIERRA DEL FUEGO               ,-2.0804800104,-1.5325670498,-3.1936127745,-2.677484787,-2.3706045041,-1.3518733102,-1.4432206608,6.288239293,1.0050251256,7.6544021025,11.1624326405,14.7021774339,13.0278526505,8.2747431044,25.2361673414
abandono,2007,90,TUCUMAN                        ,1.6694329325,2.2427971706,0.5817440326,1.163143829,2.2351145038,2.3312196941,1.4455614692,12.8895301394,10.3244381153,14.960383653,13.8804889476,14.7058823529,15.668112904,9.1992527218,20.1971266288
promocion,2007,6,BUENOS AIRES ,95.2316182162,93.104560159,95.0622028128,96.1937576894,96.003206806,95.3564717825,95.7673220957,82.8385090665,82.0410173047,80.6670570288,86.5921394594,70.6757020102,66.4322242566,75.6708784426,71.672435976
promocion,2007,10,CATAMARCA                      ,94.0229075543,90.9970551115,95.2149944873,93.7273550725,93.1565628782,95.4242458479,95.8865907506,85.6337216482,89.5715257311,81.7864451667,85.2456728085,78.4583083383,78.9708207561,78.6952636282,77.2705196697
promocion,2007,22,CHACO                          ,90.2330730407,82.906431406,90.2574457345,90.0111588273,92.6353921391,92.5090936647,94.4760726073,78.4533425982,98.5333626954,66.977539442,70.6720286836,78.3185271018,74.9984247999,82.6976449132,78.073988216
promocion,2007,26,CHUBUT                         ,95.3725242589,91.9899633275,97.482630148,96.7159277504,95.9032195874,95.2026221692,95.085007728,78.0405174184,80.1753393665,68.8582007405,86.0573019371,70.189149394,65.2803796678,75.6815309623,72.3492217899
promocion,2007,2,CIUDAD DE BUENOS AIRES,97.0796987122,94.8090059431,97.4272643158,98.015936255,97.7922354949,98.2610551021,96.3499420626,86.5139190093,109.1448640113,76.0985238586,78.0171990172,82.8634908987,81.6369839095,84.511517077,82.5691657492
promocion,2007,14,CORDOBA                        ,94.7423905177,91.4004185015,95.2050216027,95.537290019,94.9998354126,94.9158084028,96.6630823129,73.9752236908,76.44029711,69.6831997945,76.1718200631,79.4357564559,73.4761484099,86.9581769729,79.2011353017
promocion,2007,18,CORRIENTES                     ,82.46625387,71.2390831321,81.4178115629,84.8142104873,84.5401783975,85.7246934067,92.0280932184,81.2027823077,89.416514467,72.5291103866,82.0630822763,77.1931325576,75.6729667812,74.1853402282,83.6867496915
promocion,2007,30,ENTRE RIOS                     ,90.5349846059,83.8354176743,91.5188470067,92.2154112294,91.2270146279,91.4371557336,93.9474573408,72.3841284363,76.793034787,66.6116332233,73.6484299126,79.9484548615,76.4459758799,81.5016562385,83.1207934821
promocion,2007,34,FORMOSA                        ,87.7938448521,79.0285680765,87.5749418818,90.0330687831,87.8159689715,90.5697313352,93.3822471587,84.5569488527,103.8548049329,72.8655898471,77.1345379806,77.515779982,76.6153846154,78.6424054717,77.4151191146
promocion,2007,38,JUJUY                          ,96.2864263597,93.933811435,96.5386871782,96.7131539318,96.8591691996,96.9359875098,96.6900063654,79.7133123353,96.6699060577,71.6714210863,70.9225407212,74.9870318498,75.2935298526,79.9811142587,68.0357869052
promocion,2007,42,LA PAMPA                       ,93.811121219,90.0446502398,94.9930458971,94.1735609928,94.4329541537,93.5866212047,95.850043592,74.7509071013,81.0297666935,69.5848812793,73.3306435344,74.3719935863,71.7279726262,78.0728168629,73.9730755954
promocion,2007,46,LA RIOJA                       ,92.7107012189,86.1559305333,91.8621603711,93.7001594896,93.5959306117,94.7716658018,96.5783953854,74.9100802361,75.7161692437,70.398277718,79.4451023515,79.6050601666,75.1606805293,83.4000470921,81.7624744675
promocion,2007,50,MENDOZA                        ,90.4449843523,85.804407233,90.9554871052,91.6623032618,89.3501478308,90.2642689601,94.9770692291,78.3159574468,96.8902853811,68.2463507299,70.4608491572,74.7716894977,69.4293260765,84.9503130565,71.7664855944
promocion,2007,54,MISIONES                       ,87.7973089797,83.6337746539,88.049332356,88.7606396698,87.5644119757,87.9800187324,91.7687101444,75.6192265539,77.1563236449,71.8669957621,78.0657731594,77.6314962609,71.1391465677,81.693989071,83.2901394545
promocion,2007,58,NEUQUEN                        ,91.9242527174,91.5462490266,92.6014319809,91.9554662649,92.6961074052,91.0022965879,91.7618127525,72.0465936003,98.3246836019,57.7552719201,64.4800732936,74.922476743,71.5797244094,76.6030935576,77.9911657384
promocion,2007,62,RIO NEGRO                      ,92.8568747889,88.9159471626,94.5822553645,95.4200247985,93.3179723502,92.6904221848,92.3821771692,71.9029638442,95.1180343665,58.0893883952,64.7781444811,78.41191067,74.8742542987,79.2841037204,82.9410657127
promocion,2007,66,SALTA                          ,90.7189416961,86.4477220174,90.9048907663,92.2358114608,91.2116729424,91.5375446961,92.5062143588,83.3981972029,111.2526190378,75.7758560569,66.1498028909,67.7245451948,57.7861918956,80.2541164268,72.090173977
promocion,2007,70,SAN JUAN                       ,89.0245146374,81.1996989173,88.7420650343,91.1256617442,92.1908592829,88.28125,94.8112838947,76.3727891156,84.671912114,69.3702655138,74.3853462631,79.1316793893,73.4233718668,79.1923134664,88.0258899676
promocion,2007,74,SAN LUIS                       ,89.3621042143,82.2860288047,91.2320561809,94.0685916814,88.3495145631,90.7869884575,90.5080517124,76.7077220564,79.0075053209,69.1767315751,82.7208061648,79.4354238046,74.1009807483,80.404494382,86.6570605187
promocion,2007,78,SANTA CRUZ                     ,91.8765356265,91.5692971418,96.939170864,96.3783073747,92.6502534395,89.0537362041,85.0779101742,68.6299168588,63.7199548314,66.6808149406,80.2763080541,72.6993865031,68.8095886679,77.2205206738,73.8258093935
promocion,2007,82,SANTA FE                ,95.0147331598,99.2374960009,91.7838360825,95.7762813966,94.0153575979,95.0310667411,94.7057676282,79.1144016685,97.362105885,68.4014634378,72.9924287003,71.2556571979,60.9222627659,82.3238409336,76.5685773779
